-21	-1	0	-1	0	-4	-3	0	-3	-4	-4	-2	
-4	31	-3	-3	-3	-2	-4	-1	-4	-3	-3	-1	
-4	0	18	-4	0	0	-4	0	-1	-2	0	-3	
-2	-3	-4	28	-2	-1	-4	-1	0	-3	-4	-4	
-4	-3	-4	-1	29	-4	-2	-1	-3	-2	-1	-4	
-3	0	-2	0	-3	16	-2	-1	-2	0	-2	-1	
-2	-3	-3	-1	-3	0	19	0	-3	-2	-1	-1	
-3	-4	0	-4	-3	-3	-1	29	-4	-4	0	-3	
-1	-4	-1	0	0	-4	-3	-2	16	0	-1	0	
-2	-4	0	-3	-1	-4	-3	-2	-3	24	-2	0	
-3	-1	-4	-2	-1	0	-2	-4	-4	-1	24	-2	
-2	-4	-2	0	-3	-1	-2	0	-4	0	-3	21	


-21	-1	0	-1	0	-4	-3	0	-3	-4	-4	-2	
-4	31	-3	-3	-3	-2	-4	-1	-4	-3	-3	-1	
-4	0	18	-4	0	0	-4	0	-1	-2	0	-3	
-2	-3	-4	28	-2	-1	-4	-1	0	-3	-4	-4	
-4	-3	-4	-1	29	-4	-2	-1	-3	-2	-1	-4	
-3	0	-2	0	-3	16	-2	-1	-2	0	-2	-1	
-2	-3	-3	-1	-3	0	19	0	-3	-2	-1	-1	
-3	-4	0	-4	-3	-3	-1	29	-4	-4	0	-3	
-1	-4	-1	0	0	-4	-3	-2	16	0	-1	0	
-2	-4	0	-3	-1	-4	-3	-2	-3	24	-2	0	
-3	-1	-4	-2	-1	0	-2	-4	-4	-1	24	-2	
-2	-4	-2	0	-3	-1	-2	0	-4	0	-3	21	


-895	-137	-59	-82	-33	-2	27	53	60	103	118	132	

-21	-1	0	-1	0	-4	-3	0	-3	-4	-4	-2	
-4	31	-3	-3	-3	-2	-4	-1	-4	-3	-3	-1	
-4	0	18	-4	0	0	-4	0	-1	-2	0	-3	
-2	-3	-4	28	-2	-1	-4	-1	0	-3	-4	-4	
-4	-3	-4	-1	29	-4	-2	-1	-3	-2	-1	-4	
-3	0	-2	0	-3	16	-2	-1	-2	0	-2	-1	
-2	-3	-3	-1	-3	0	19	0	-3	-2	-1	-1	
-3	-4	0	-4	-3	-3	-1	29	-4	-4	0	-3	
-1	-4	-1	0	0	-4	-3	-2	16	0	-1	0	
-2	-4	0	-3	-1	-4	-3	-2	-3	24	-2	0	
-3	-1	-4	-2	-1	0	-2	-4	-4	-1	24	-2	
-2	-4	-2	0	-3	-1	-2	0	-4	0	-3	21	


-895	-137	-59	-82	-33	-2	27	53	60	103	118	132	

-21	-1	0	-1	0	-4	-3	0	-3	-4	-4	-2	
-4	31	-3	-3	-3	-2	-4	-1	-4	-3	-3	-1	
-4	0	18	-4	0	0	-4	0	-1	-2	0	-3	
-2	-3	-4	28	-2	-1	-4	-1	0	-3	-4	-4	
-4	-3	-4	-1	29	-4	-2	-1	-3	-2	-1	-4	
-3	0	-2	0	-3	16	-2	-1	-2	0	-2	-1	
-2	-3	-3	-1	-3	0	19	0	-3	-2	-1	-1	
-3	-4	0	-4	-3	-3	-1	29	-4	-4	0	-3	
-1	-4	-1	0	0	-4	-3	-2	16	0	-1	0	
-2	-4	0	-3	-1	-4	-3	-2	-3	24	-2	0	
-3	-1	-4	-2	-1	0	-2	-4	-4	-1	24	-2	
-2	-4	-2	0	-3	-1	-2	0	-4	0	-3	21	


-895	-137	-59	-82	-33	-2	27	53	60	103	118	132	

-21	-1	0	-1	0	-4	-3	0	-3	-4	-4	-2	
-4	31	-3	-3	-3	-2	-4	-1	-4	-3	-3	-1	
-4	0	18	-4	0	0	-4	0	-1	-2	0	-3	
-2	-3	-4	28	-2	-1	-4	-1	0	-3	-4	-4	
-4	-3	-4	-1	29	-4	-2	-1	-3	-2	-1	-4	
-3	0	-2	0	-3	16	-2	-1	-2	0	-2	-1	
-2	-3	-3	-1	-3	0	19	0	-3	-2	-1	-1	
-3	-4	0	-4	-3	-3	-1	29	-4	-4	0	-3	
-1	-4	-1	0	0	-4	-3	-2	16	0	-1	0	
-2	-4	0	-3	-1	-4	-3	-2	-3	24	-2	0	
-3	-1	-4	-2	-1	0	-2	-4	-4	-1	24	-2	
-2	-4	-2	0	-3	-1	-2	0	-4	0	-3	21	


-895	-137	-59	-82	-33	-2	27	53	60	103	118	132	

